	Signature.1	Signature.2	Signature.3	Signature.4	Signature.5	Signature.6	Signature.7	Signature.8	Signature.9	Signature.10	Signature.11	Signature.12	Signature.13	Signature.14	Signature.15	Signature.16	Signature.17	Signature.18	Signature.19	Signature.20	Signature.21	Signature.22	Signature.23	Signature.24	Signature.25	Signature.26	Signature.27	Signature.28	Signature.29	Signature.30
TCGA-CQ-5323	0.345363362106222	0.163687118764073	0	0	0.155072734197138	0	0	0	0	0	0	0.0603608262771673	0	0	0	0	0	0	0	0	0	0	0	0.0813591101057775	0	0	0	0	0	0
TCGA-P3-A5QA	0.474369407520017	0	0.140007652089852	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0931015274656762	0	0	0.166278893017231	0	0	0	0	0	0.0830926152164536
TCGA-CQ-6227	0	0	0	0	0	0.310451680843392	0.214216947277215	0	0	0	0	0	0.127224654856508	0	0	0	0	0.111315598563235	0.0953971053062317	0	0	0	0	0	0	0	0	0.11730425488335	0	0
TCGA-MT-A7BN	0.224429288623736	0	0	0	0	0	0.0816929515847301	0.299308992326176	0	0	0	0.0610471132324085	0.0678607784190262	0	0	0	0.0922123048491961	0	0.173448550756981	0	0	0	0	0	0	0	0	0	0	0
TCGA-BA-A4IF	0.156059533011951	0.0679618997808479	0.161989370201779	0	0	0	0	0	0	0	0	0	0.171149893964865	0	0	0.168117264609788	0	0	0.126114260287944	0	0	0.0638045497294632	0	0	0	0	0	0	0	0
TCGA-CV-A45P	0.110533479979216	0.380683696841744	0	0	0	0	0	0	0	0	0	0	0.394995700145631	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-CN-4738	0	0.0946553923097376	0	0	0.0917892674049298	0	0	0	0	0	0	0	0.112232243415166	0	0	0.359902893770694	0	0	0	0	0	0	0	0.0715655263666969	0	0	0	0	0	0.128886626505428
TCGA-CR-7395	0.0613609863115181	0.400300556772495	0	0	0	0	0	0	0	0	0	0	0.131174624367031	0	0	0	0.0609061352307743	0	0	0	0	0	0	0	0	0	0	0.0863699163740684	0	0.156626207369504
TCGA-IQ-A6SH	0.221949436331141	0.0880336364479995	0	0	0	0	0	0	0	0	0.125282068645592	0	0	0	0	0.470640103270694	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-CQ-6223	0.297435646342187	0	0.0744698842700356	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.181006890613137	0.176022164985583	0	0.0621423075571501	0	0	0	0	0	0	0	0	0
TCGA-HD-A6HZ	0.136501974138528	0.0635406162209805	0.0713346828384708	0	0	0.0813871699907218	0	0	0	0	0	0	0.245449919482641	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.218451937681377
TCGA-CV-5444	0	0.22306263486475	0.0706350098000561	0	0	0.135805515564048	0	0	0	0	0	0	0.293438603622638	0	0	0	0	0	0.0833722744918706	0.0677423794918905	0	0	0	0	0	0	0	0	0	0
TCGA-BA-5556	0.135904129383328	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.661840287077182	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-CV-A6K1	0	0.132007023857533	0	0.128890477016941	0	0.240080016589268	0	0	0	0	0	0	0.0706023309206808	0.0666588066846363	0	0.0818073902854833	0	0	0	0.107024265495447	0	0	0	0	0	0	0	0	0	0
TCGA-HD-8224	0.166783858299778	0.0900554199901876	0	0	0.303998980507495	0	0	0.133438385722384	0	0	0	0	0.107291531891782	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-T2-A6X2	0	0.379502127453385	0.0798561780644811	0	0	0	0	0	0	0	0	0	0.492195381627904	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-F7-A50J	0.162050016191152	0.169629858070478	0	0	0	0	0	0	0.156216608836512	0	0	0	0.330039123121182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-CR-7404	0.128737675723422	0.381761646010079	0	0	0	0	0.0624145765570715	0	0	0	0	0	0.328200647289886	0	0	0.0840530526128025	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-D6-6516	0	0	0	0	0	0	0.586760981737674	0	0	0	0.35449957925089	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-D6-A6EP	0	0	0	0	0	0	0	0.0716862207280735	0	0	0	0	0.119108638581888	0	0	0.348668648059886	0	0.188681305089692	0	0.0887699076833208	0	0	0	0	0	0	0	0	0	0
TCGA-CN-4728	0.0980442455707941	0.10875314062651	0	0	0	0	0	0	0	0	0	0	0.200486468812622	0	0	0.415607361264917	0	0	0	0	0	0	0	0	0	0	0	0	0.102622828243276	0
TCGA-CN-4741	0.13687696761355	0.327520340197535	0	0	0.234319211793169	0	0	0.0784666811899269	0	0	0	0	0.100268899438472	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-CV-6954	0.0784283076763333	0	0.576976334178997	0	0	0	0	0	0	0	0	0	0	0	0	0.202467288545317	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-P3-A6T2	0.0937939727582102	0.397408339893331	0	0	0	0.0714023961260847	0	0	0	0	0	0.137474297768953	0	0	0	0.0656083417604803	0	0	0	0	0	0	0	0	0	0	0	0	0.194552828660639	0
TCGA-CR-7390	0.1005752598695	0.16002405166235	0.200767805816354	0	0	0	0.0730451182646143	0	0	0	0	0	0.154302437266565	0	0	0.220838784231895	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-CQ-7063	0.148792585549542	0.153553675374601	0	0	0	0	0.117550718328881	0	0	0	0	0	0.479275891634136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-CN-4725	0.518799191756412	0	0	0	0	0	0.151165296600809	0	0.0707800124832262	0.157116316740562	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-CN-4726	0.142372076580739	0.15883580066681	0	0	0.142130985385877	0	0	0.114069278660816	0	0	0	0	0	0	0.0719770434090532	0	0	0.153552792858056	0	0	0	0	0	0	0	0.0726810262549507	0	0	0	0
TCGA-CQ-7069	0.066286641707042	0.180167959543332	0	0	0	0	0	0	0	0	0	0	0.544793349814011	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.123966588644647
TCGA-CN-6016	0.0799642124041433	0.0866091986078694	0	0	0	0	0	0	0	0	0	0	0.274183001179981	0	0	0.504927229089445	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-CN-6998	0.230344664406057	0.142791069178372	0	0	0	0	0.091182894893999	0	0	0	0	0	0.253965986732586	0	0	0.0860800259201129	0	0	0	0	0	0	0	0	0	0.147034117634834	0	0	0	0
TCGA-CN-4729	0.127256952008772	0	0	0	0	0	0.0952298124092178	0.125935466421895	0	0	0	0	0.280756067918414	0	0	0.198509509036898	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-CV-7261	0.104413389270386	0.126257300880159	0	0	0.356181823689339	0	0	0	0	0	0	0	0.0757252868136974	0	0	0	0	0	0.0947520185708059	0	0	0	0	0	0	0	0	0.0696989445497221	0	0
TCGA-IQ-A61L	0.31803756020331	0.288875633468634	0	0	0	0	0	0	0	0	0	0	0.298136538521496	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-CQ-A4CI	0.140550234733351	0	0	0	0	0	0	0	0	0	0	0.295404311867645	0.0875840698635204	0	0	0.0980086930762597	0	0.0985380324933038	0	0	0	0	0	0	0	0	0	0	0	0.118288940810263
TCGA-CN-A642	0.339679168314937	0.153507208190145	0	0	0.180908236550329	0	0	0	0	0	0	0	0.158720934717679	0	0	0.0876038874371234	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-QK-A6VC	0	0.39281045041879	0	0	0	0	0	0	0	0	0	0	0.264601067901467	0	0	0.185638014929446	0	0.0906163029539976	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-CN-6021	0	0	0	0.201205783777894	0	0	0	0.30150762352131	0	0	0	0	0	0	0	0.122002068447593	0	0	0	0	0	0	0	0	0	0	0	0	0.0990558641147053	0.127934841023826
TCGA-CV-5432	0	0	0	0.378374951954738	0	0	0	0	0	0	0.0694664146157779	0	0	0	0	0.240748786094532	0	0	0	0.0720642996866466	0	0	0	0	0	0.0804506940592104	0	0	0	0
TCGA-BB-8601	0	0.0828386489713428	0	0	0	0	0	0.166796280563514	0	0	0	0	0	0	0	0.678327696796741	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-CV-A6JO	0.442550429607042	0	0	0.141236699468746	0	0	0	0	0	0.112803279087719	0	0	0	0	0	0	0	0	0	0	0.122948089320769	0	0	0	0	0	0	0	0	0
TCGA-CV-6940	0.090049292943611	0.216998695528489	0	0	0	0	0	0	0	0	0.0732712967066789	0	0.262215013643725	0	0	0.163907940300454	0	0	0.0612247179059155	0	0	0	0	0	0	0	0	0	0	0
TCGA-WA-A7GZ	0.112304171592458	0.196069125539952	0	0	0	0	0	0	0	0	0	0	0.221154595105133	0	0	0.444424229262117	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PY-12T	0	0.145934220131713	0	0	0	0	0	0.0942772675780022	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.536691682302391	0	0.131589443587629	0	0	0
PY-15T	0	0	0.229820933894725	0.270766473821136	0	0	0	0.0803511142907453	0	0	0	0	0.0810960127381345	0	0	0	0	0	0	0	0	0	0	0	0.0899418016028083	0	0	0	0	0
PY-16T	0.159961474403436	0	0	0	0	0.340296967872063	0	0	0	0	0	0	0	0	0.137960159238479	0	0	0	0	0	0	0	0	0	0	0.173582047852707	0	0	0	0
PY-17T	0	0	0	0.316937530396868	0.246347226951081	0	0	0	0	0	0	0	0.0615465076650694	0	0	0	0	0	0	0.0800584404158092	0	0	0	0	0	0	0	0	0	0
PY-20T	0.160105691890506	0.240135283559259	0	0	0	0	0	0	0	0	0.0621346464943561	0	0.197502013550449	0	0	0.250827238623323	0	0.0892951030633272	0	0	0	0	0	0	0	0	0	0	0	0
PY-21T	0	0.0818585401629214	0	0.325578284015806	0	0	0	0	0	0	0.096442272548418	0.233132814366773	0	0	0	0	0	0	0	0	0	0	0	0.107493771493063	0	0	0	0	0	0
PY-22T	0	0.324120369530176	0	0	0	0	0	0	0	0	0	0	0.122210964130643	0	0	0.446401256904036	0	0	0.0816254523452428	0	0	0	0	0	0	0	0	0	0	0
PY-23T	0	0	0	0	0	0	0	0	0	0	0	0	0.0618167967702702	0	0	0.850912635288361	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PY-25T	0.190940533195331	0	0.0715773278412721	0	0	0	0	0	0	0	0	0	0.0770296762622646	0	0	0.36567616246362	0.106718020956553	0	0	0	0	0	0	0	0	0	0	0	0	0
PY-5T	0.120490429894354	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.868320281653879	0	0	0	0	0	0	0	0	0	0	0	0	0	0
